"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2014-06-24","Vereinigte Arabische Emirate",3200,"ML (GKV)","1"
"2014-06-25","Russland",605500,"GKV","2"
"2014-06-25","Saudi-Arabien",10000,"5.1","1"
"2014-06-25","Saudi-Arabien",770,"5.1","1"
"2014-06-25","Saudi-Arabien",2870,"5.1","1"
"2014-06-25","Saudi-Arabien",1260,"5.1","1"
"2014-06-25","Saudi-Arabien",4210,"5.1","1"
"2014-06-25","Saudi-Arabien",565,"5.1","1"
"2014-06-25","Saudi-Arabien",900,"5.1","1"
"2014-06-25","Saudi-Arabien",1800,"5.1","1"
"2014-06-25","Saudi-Arabien",435,"5.1","1"
"2014-06-25","Saudi-Arabien",2120,"5.1","1"
"2014-06-25","Saudi-Arabien",440,"ML (GKV)","1"
"2014-07-01","Island",200,"ML (GKV)","3"
"2014-07-01","Island",600,"ML (GKV)","3"
"2014-07-01","Bosnien-Herzegowina",7000,"ML (GKV)","3"
"2014-07-01","China",323362,"GKV","2"
"2014-07-01","China",323362,"GKV","2"
"2014-07-01","China",323362,"GKV","2"
"2014-07-01","Vereinigte Arabische Emirate",4800,"ML (GKV)","1"
"2014-07-01","China",1674860,"GKV","2"
"2014-07-03","Kasachstan",21554,"GKV","6"
"2014-07-03","Kasachstan",19037,"GKV","6"
"2014-07-04","Russland",505000,"GKV","7"
"2014-07-07","Niederlande",50000,"GKV","0"
"2014-07-10","China",358387,"GKV","2"
"2014-07-10","China",323362,"GKV","2"
"2014-07-22","Ägypten",81584,"GKV","2"
"2014-07-22","Saudi-Arabien",5963.75,"5.1","1"
"2014-07-23","Malta",5400,"GKV","6"
"2014-07-23","Malta",30600,"GKV","6"
"2014-07-23","Brasilien",170397,"GKV","6"
"2014-07-23","Deutschland",6074,"ML (GKV)","4"
"2014-07-24","USA",30200,"ML (GKV)","5"
"2014-07-25","USA",23500,"GKV","0"
"2014-07-28","Indien",296680,"ML (GKV)","10"
"2014-07-30","Macau",16500,"ML (GKV)","3"
"2014-07-30","Macau",1000,"ML (GKV)","3"
"2014-07-30","Kasachstan",10305,"GKV","6"
"2014-07-30","Kasachstan",8157,"GKV","6"
"2014-07-30","Kasachstan",18650,"GKV","6"
"2014-07-30","China",29234.5,"5.1","1"
"2014-07-30","China",51400.8,"5.1","1"
"2014-07-30","China",217282.25,"5.1","1"
"2014-07-30","China",133517,"5.1","1"
"2014-08-04","China",33950,"GKV","2"
"2014-08-07","Brasilien",248656,"GKV","2"
"2014-08-07","China",521434,"GKV","2"
"2014-08-07","China",435936,"GKV","2"
"2014-08-08","Frankreich",6865,"ML (GKV)","10"
"2014-08-08","China",243133,"GKV","2"
"2014-08-11","Indien",1942960,"GKV","2"
"2014-08-14","China",374080,"GKV","2"
"2014-08-20","Indien",318226,"GKV","2"
"2014-08-21","China",435000,"GKV","7"
"2014-08-21","China",821000,"GKV","7"
"2014-08-21","China",167000,"GKV","7"
"2014-08-21","China",198000,"GKV","7"
"2014-08-21","China",215000,"GKV","7"
"2014-08-26","Oman",3600,"ML (GKV)","3"
"2014-08-29","Russland",29000,"GKV","2"
"2014-08-30","Frankreich",2100,"ML (GKV)","10"
"2014-09-01","Brasilien",250,"ML (GKV)","3"
"2014-09-01","Brasilien",3000,"ML (GKV)","3"
"2014-09-04","China",87194,"GKV","2"
"2014-09-05","Kuwait",4662,"5.1","1"
"2014-09-05","Litauen",1415.7,"5.1","1"
"2014-09-05","Litauen",922,"5.1","1"
"2014-09-08","China",215952.95,"GKV","2"
"2014-09-09","China",801407.2,"GKV","6"
"2014-09-09","China",466701.8,"GKV","6"
"2014-09-09","China",1018258.6,"GKV","6"
"2014-09-09","China",306420.4,"GKV","6"
"2014-09-09","China",1639671,"GKV","6"
"2014-09-09","China",1022972.7,"GKV","6"
"2014-09-09","China",212683.45,"GKV","2"
"2014-09-12","Russland",37253.92,"GKV","2"
"2014-09-16","Malta",18434.2,"GKV","6"
"2014-09-16","Malta",8174,"GKV","6"
"2014-09-16","Malta",29963.2,"GKV","6"
"2014-09-17","Indien",322004,"GKV","2"
"2014-09-17","Israel",59483.2,"GKV","6"
"2014-09-24","China",340976.91,"GKV","2"
"2014-09-25","China",339569.94,"GKV","2"
"2014-09-25","China",343402,"GKV","2"
"2014-09-29","Israel",2730,"5.1","1"
"2014-09-29","China",340204,"GKV","2"
"2014-09-30","Hong Kong",369673,"GKV","2"
"2014-09-30","Frankreich",5610,"ML (GKV)","10"
"2014-10-01","Russland",3500,"GKV","2"
"2014-10-01","Russland",14500,"GKV","2"
"2014-10-01","Taiwan",315000,"GKV","2"
"2014-10-01","China",635000,"GKV","2"
"2014-10-01","Russland",1350000,"GKV","2"
"2014-10-01","Russland",83431.7,"GKV","2"
"2014-10-01","Israel",482850,"GKV","7"
"2014-10-01","Kanada",900,"5.1","1"
"2014-10-01","Israel",207000,"GKV","2"
"2014-10-02","Indonesien",242093,"GKV","2"
"2014-10-02","Ägypten",105432.55,"GKV","2"
"2014-10-03","Russland",3000,"GKV","2"
"2014-10-03","Russland",16000,"GKV","2"
"2014-10-03","Russland",190766,"GKV","2"
"2014-10-06","Saudi-Arabien",8353.25,"GKV","0"
"2014-10-06","Chile",17122,"GKV","5"
"2014-10-07","Russland",190539,"GKV","2"
"2014-10-07","Russland",313238.95,"GKV","2"
"2014-10-07","Vereinigte Arabische Emirate",757702,"GKV","6"
"2014-10-08","Tschechien",162000,"GKV","2"
"2014-10-08","China",1850000,"GKV","2"
"2014-10-08","Israel",3800,"GKV","2"
"2014-10-08","Singapur",3890.25,"5.1","1"
"2014-10-08","Singapur",4290,"5.1","1"
"2014-10-08","Singapur",2990,"5.1","1"
"2014-10-08","Indien",288,"GKV","1"
"2014-10-08","Indien",288,"GKV","1"
"2014-10-08","Indien",288,"GKV","1"
"2014-10-08","Indien",288,"GKV","1"
"2014-10-08","China",360000,"GKV","6"
"2014-10-08","Jordanien",7417600,"GKV","5"
"2014-10-08","Russland",200000,"GKV","6"
"2014-10-08","Indonesien",110580,"GKV","3"
"2014-10-08","Taiwan",11292,"ChKV","0"
"2014-10-09","Taiwan",247500,"GKV","2"
"2014-10-09","Israel",343200,"GKV","2"
"2014-10-10","China",19650,"GKV","3"
"2014-10-10","China",578250,"GKV","3"
"2014-10-13","Russland",636731,"GKV","2"
"2014-10-13","China",13210,"GKV","3"
"2014-10-13","China",269900,"GKV","3"
"2014-10-13","China",176500,"GKV","3"
"2014-10-13","Hong Kong",93650,"GKV","3"
"2014-10-13","Spanien",2750,"ML (GKV)","10"
"2014-10-13","China",82998,"GKV","3"
"2014-10-13","Russland",4300,"GKV","3"
"2014-10-13","Katar",158297,"5.1","1"
"2014-10-14","Russland",29000,"GKV","2"
"2014-10-14","Russland",341539.3,"GKV","2"
"2014-10-14","Russland",229463,"GKV","2"
"2014-10-14","Russland",273193,"GKV","2"
"2014-10-14","Grossbritannien",636648,"ML (GKV)","18"
"2014-10-14","Russland",676000,"GKV","2"
"2014-10-14","Taiwan",575721,"GKV","6"
"2014-10-14","Israel",28875,"GKV","6"
"2014-10-14","Taiwan",192472,"GKV","2"
"2014-10-14","El Salvador",518,"5.1","1"
"2014-10-14","El Salvador",11228,"5.1","1"
"2014-10-14","Thailand",10000,"GKV","2"
"2014-10-14","Thailand",96000,"GKV","2"
"2014-10-14","Thailand",30000,"GKV","2"
"2014-10-15","Russland",315000,"GKV","2"
"2014-10-15","Russland",401000,"GKV","2"
"2014-10-15","China",2050000,"GKV","7"
"2014-10-15","China",1320000,"GKV","2"
"2014-10-15","Russland",74219,"GKV","2"
"2014-10-15","Russland",1160000,"GKV","2"
"2014-10-15","Russland",310000,"GKV","6"
"2014-10-15","Russland",310000,"GKV","6"
"2014-10-15","Russland",310000,"GKV","6"
"2014-10-15","Russland",268400,"GKV","2"
"2014-10-15","Russland",268400,"GKV","2"
"2014-10-16","China",25920,"5.1","1"
"2014-10-16","China",7452,"5.1","1"
"2014-10-16","China",477,"5.1","1"
"2014-10-16","Indien",363367,"GKV","2"
"2014-10-16","China",309075,"GKV","2"
"2014-10-16","Taiwan",300970,"GKV","2"
"2014-10-16","China",382447,"GKV","6"
"2014-10-16","Bangladesh",10560,"GKV","5"
"2014-10-16","Bangladesh",9,"GKV","5"
"2014-10-16","Brasilien",200000,"GKV","6"
"2014-10-16","China",1144776,"GKV","2"
"2014-10-16","China",2087477,"GKV","2"
"2014-10-16","Malaysia",1476000,"GKV","2"
"2014-10-16","Israel",275424,"GKV","2"
"2014-10-16","Russland",15172400,"ML (GKV)","17"
"2014-10-16","Russland",38351000,"ML (GKV)","17"
"2014-10-16","Bulgarien",479700,"GKV","2"
"2014-10-16","Russland",6680.65,"GKV","2"
"2014-10-16","Russland",13361.35,"GKV","2"
"2014-10-16","Weissrussland",1501791.5,"GKV","7"
"2014-10-17","Estland",382500,"GKV","6"
"2014-10-17","Estland",697125,"ML (GKV)","15"
"2014-10-17","Iran",73,"unbekannt",""
"2014-10-17","Iran",1790,"unbekannt",""
"2014-10-17","China",34085,"GKV","2"
"2014-10-17","China",8030,"GKV","2"
"2014-10-17","China",44190,"GKV","2"
"2014-10-17","China",32625,"GKV","2"
"2014-10-17","China",189050,"GKV","2"
"2014-10-17","China",11400,"GKV","2"
"2014-10-17","China",90070,"GKV","2"
"2014-10-17","China",7460,"GKV","2"
"2014-10-17","Russland",3900,"GKV","3"
"2014-10-17","China",66800,"GKV","3"
"2014-10-17","Serbien",15860,"GKV","2"
"2014-10-17","Ägypten",7588,"GKV","2"
"2014-10-17","China",7685,"GKV","3"
"2014-10-17","Russland",256342,"GKV","2"
"2014-10-20","Russland",1775,"GKV","3"
"2014-10-20","Russland",3946,"GKV","3"
"2014-10-21","China",166280,"GKV","2"
"2014-10-21","China",100000,"5.2","2"
"2014-10-21","Iran",584.92,"unbekannt",""
"2014-10-21","Iran",103.63,"unbekannt",""
"2014-10-21","Indien",6783,"5.1","1"
"2014-10-21","Indien",3298.4,"5.1","1"
"2014-10-21","Indien",1303,"5.1","1"
"2014-10-21","Russland",1760820,"GKV","2"
"2014-10-21","Russland",496.8,"GKV","2"
"2014-10-21","Indien",1790,"5.1","1"
"2014-10-21","Indien",1392,"5.1","1"
"2014-10-21","Indien",1328,"5.1","1"
"2014-10-21","Indien",100,"5.1","1"
"2014-10-21","Singapur",80976,"GKV","6"
"2014-10-22","Dominikanische Republik",5760,"GKV","5"
"2014-10-22","China",31070,"GKV","3"
"2014-10-22","Trinidad und Tobago",1220,"5.1","1"
"2014-10-22","Trinidad und Tobago",843,"5.1","1"
"2014-10-22","Trinidad und Tobago",1382,"5.1","1"
"2014-10-22","Deutschland",21998,"GKV","0"
"2014-10-22","Chile",74114.3,"GKV","2"
"2014-10-22","Indien",7700,"5.1","1"
"2014-10-22","China",388800,"GKV","7"
"2014-10-22","Thailand",18300,"5.1","1"
"2014-10-22","USA",5,"5.1","1"
"2014-10-22","USA",90,"5.1","1"
"2014-10-23","China",427400,"GKV","2"
"2014-10-24","China",395500,"GKV","2"
"2014-10-24","Singapur",4200,"GKV","1"
"2014-10-24","China",550000,"GKV","2"
"2014-10-24","China",650000,"GKV","2"
"2014-10-24","China",247200,"GKV","2"
"2014-10-24","Deutschland",15246,"GKV","0"
"2014-10-24","Dänemark",900000,"GKV","2"
"2014-10-24","Russland",184171,"GKV","6"
"2014-10-24","Indien",1570,"GKV","1"
"2014-10-24","Indien",1515,"5.1","1"
"2014-10-24","Russland",6000,"GKV","2"
"2014-10-24","Russland",3900,"GKV","2"
"2014-10-24","Singapur",1300,"5.1","1"
"2014-10-24","Indien",1303,"5.1","1"
"2014-10-24","Indien",1365,"5.1","1"
"2014-10-24","Indien",1515,"5.1","1"
"2014-10-27","China",152342,"GKV","2"
"2014-10-27","Niederlande",1238,"GKV","2"
"2014-10-27","Deutschland",20677,"GKV","2"
"2014-10-27","China",9290,"GKV","3"
"2014-10-27","USA",31200,"GKV","7"
"2014-10-27","Russland",782800,"GKV","7"
"2014-10-28","USA",12097224,"ML (GKV)","18"
"2014-10-28","Vietnam",596580,"ML (GKV)","11"
"2014-10-28","Taiwan",1018200,"GKV","2"
"2014-10-29","Südafrika",1184100,"GKV","2"
"2014-10-29","China",57524,"GKV","7"
"2014-10-29","Kolumbien",106895,"GKV","7"
"2014-10-29","Singapur",4200,"GKV","1"
"2014-10-29","Indien",2711752.88,"GKV","2"
"2014-10-29","Russland",428560,"GKV","2"
"2014-10-29","Malaysia",1068000,"GKV","2"
"2014-10-30","Estland",261230,"GKV","7"
"2014-10-30","Estland",804090,"GKV","6"
"2014-10-30","Estland",345675,"ML (GKV)","5"
"2014-10-30","Russland",233011,"GKV","2"
"2014-10-30","Russland",182935,"GKV","2"
"2014-10-30","Russland",155559,"GKV","2"
"2014-10-30","Russland",155559,"GKV","2"
"2014-10-30","Russland",206426,"GKV","2"
"2014-10-30","Russland",155559,"GKV","2"
"2014-10-30","Russland",206426,"GKV","2"
"2014-10-30","Russland",259146,"GKV","2"
"2014-10-30","Oman",57344,"GKV","3"
"2014-10-30","Kongo-Kinshasa",5160,"GKV","2"
"2014-10-30","Belgien",295.35,"5.1","1"
"2014-10-31","Österreich",274.72,"5.1","1"
"2014-10-31","Tunesien",51,"5.1","1"
"2014-10-31","Tunesien",69,"5.1","1"
"2014-10-31","Tunesien",350,"5.1","1"
"2014-10-31","USA",17340,"5.1","1"
"2014-10-31","USA",1980,"5.1","1"
"2014-10-31","Weissrussland",100145.05,"GKV","2"
"2014-10-31","Singapur",336522,"GKV","2"
"2014-10-31","Singapur",492320,"GKV","2"
"2014-10-31","China",151200,"GKV","6"
"2014-10-31","Israel",3300,"GKV","1"
"2014-10-31","Vietnam",993120.85,"ML (GKV)","11"
"2014-11-03","Israel",6021,"GKV","7"
"2014-11-03","China",196800,"GKV","6"
"2014-11-03","Tunesien",2465,"5.1","1"
"2014-11-03","Tunesien",78,"5.1","1"
"2014-11-04","Chile",5121.65,"5.1","1"
"2014-11-04","Chile",5121.65,"5.1","1"
"2014-11-04","Chile",5121.65,"5.1","1"
"2014-11-04","Chile",5121.65,"5.1","1"
"2014-11-04","Saudi-Arabien",500,"5.2","2"
"2014-11-04","Hong Kong",47150,"GKV","3"
"2014-11-04","Singapur",103.5,"ChKV","0"
"2014-11-04","China",277016,"GKV","2"
"2014-11-04","Indien",152193,"GKV","5"
"2014-11-05","China",403297,"GKV","2"
"2014-11-05","China",47600,"GKV","3"
"2014-11-05","Slowakei",197850,"GKV","6"
"2014-11-05","China",4560000,"GKV","2"
"2014-11-05","Lettland",338626,"GKV","2"
"2014-11-05","Taiwan",1295000,"GKV","2"
"2014-11-05","Israel",8083,"GKV","3"
"2014-11-05","Chile",7306,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-05","Iran",5775,"5.1","1"
"2014-11-06","Jordanien",200,"ML (GKV)","17"
"2014-11-06","Singapur",64798,"GKV","5"
"2014-11-06","China",1494164,"GKV","2"
"2014-11-06","China",3179930,"GKV","2"
"2014-11-06","Russland",224000,"GKV","2"
"2014-11-06","Russland",240000,"GKV","2"
"2014-11-06","Russland",147134,"GKV","2"
"2014-11-06","Indien",45700,"GKV","2"
"2014-11-06","Indien",29000,"GKV","2"
"2014-11-06","Deutschland",246506,"GKV","2"
"2014-11-06","Brasilien",517.8,"GKV","6"
"2014-11-06","Brasilien",381,"GKV","6"
"2014-11-06","Hong Kong",7090,"GKV","3"
"2014-11-07","Russland",410000,"GKV","6"
"2014-11-07","Indien",5000000,"ML (GKV)","13"
"2014-11-07","Saudi-Arabien",6190,"GKV","2"
"2014-11-07","Saudi-Arabien",29280,"GKV","2"
"2014-11-10","Iran",6620500,"unbekannt",""
"2014-11-10","Hong Kong",443500,"GKV","3"
"2014-11-10","Hong Kong",169950,"GKV","3"
"2014-11-10","Niederlande",2582,"GKV","2"
"2014-11-10","USA",162000,"5.1","1"
"2014-11-10","China",48408,"GKV","3"
"2014-11-11","Indien",1570,"GKV","1"
"2014-11-12","Brasilien",258654,"ML (GKV)","10"
"2014-11-12","Saudi-Arabien",89600,"5.1","1"
"2014-11-12","Vietnam",580000,"GKV","6"
"2014-11-12","Taiwan",78650,"GKV","6"
"2014-11-12","Taiwan",12000,"GKV","5"
"2014-11-12","Taiwan",8000,"GKV","5"
"2014-11-13","Myanmar",6480,"5.1","1"
"2014-11-13","Myanmar",8100,"5.1","1"
"2014-11-13","Myanmar",24960,"5.1","1"
"2014-11-13","Myanmar",5150,"5.1","1"
"2014-11-13","Russland",3000,"GKV","2"
"2014-11-13","Russland",3750,"GKV","2"
"2014-11-13","Russland",4600,"GKV","3"
"2014-11-13","Ukraine",298871,"GKV","2"
"2014-11-13","Russland",12240,"GKV","2"
"2014-11-13","Russland",399997,"GKV","2"
"2014-11-13","Russland",21520.98,"GKV","2"
"2014-11-13","China",660000,"GKV","7"
"2014-11-13","Deutschland",1336.08,"ML (GKV)","5"
"2014-11-13","Russland",98000,"GKV","2"
"2014-11-13","Russland",2397200,"GKV","2"
"2014-11-13","Russland",5000,"GKV","2"
"2014-11-13","Russland",2800,"GKV","2"
"2014-11-13","Singapur",255995,"GKV","2"
"2014-11-14","Saudi-Arabien",40000,"GKV","2"
"2014-11-14","Neuseeland",200,"5.1","1"
"2014-11-14","Neuseeland",100,"5.1","1"
"2014-11-14","Neuseeland",800,"5.1","1"
"2014-11-14","Neuseeland",1200,"5.1","1"
"2014-11-14","Neuseeland",100,"5.1","1"
"2014-11-14","Neuseeland",100,"5.1","1"
"2014-11-14","Taiwan",15527.4,"GKV","2"
"2014-11-14","Saudi-Arabien",46500,"GKV","5"
"2014-11-14","China",989336,"GKV","2"
"2014-11-14","China",275202,"GKV","2"
"2014-11-14","China",374443,"GKV","2"
"2014-11-14","China",226318,"GKV","2"
"2014-11-17","Taiwan",13596,"GKV","2"
"2014-11-17","Pakistan",12000,"ML (GKV)","22"
"2014-11-17","Saudi-Arabien",46500,"GKV","5"
"2014-11-17","Thailand",105275,"GKV","5"
"2014-11-17","Katar",6082794,"GKV","5"
"2014-11-17","Singapur",434760,"GKV","2"
"2014-11-17","China",131363,"GKV","2"
"2014-11-17","China",1513,"GKV","3"
"2014-11-17","Indien",2730,"5.1","1"
"2014-11-18","Türkei",181170,"GKV","2"
"2014-11-18","Türkei",157000,"GKV","2"
"2014-11-18","Oman",29152,"5.1","1"
"2014-11-18","China",206963,"GKV","3"
"2014-11-18","Pakistan",13488,"GKV","2"
"2014-11-18","China",276912,"GKV","3"
"2014-11-18","Russland",200857,"GKV","2"
"2014-11-18","Russland",381189,"GKV","2"
"2014-11-18","Russland",370,"GKV","2"
"2014-11-18","Türkei",223354,"GKV","2"
"2014-11-18","Türkei",203302,"GKV","2"
"2014-11-18","China",220000,"GKV","2"
"2014-11-18","Mexiko",250,"GKV","5"
"2014-11-18","Swasiland",5482,"GKV","5"
"2014-11-18","Swasiland",14051.06,"GKV","5"
"2014-11-18","Hong Kong",242310,"GKV","3"
"2014-11-18","Ukraine",35400,"GKV","7"
"2014-11-19","Malta",39054,"GKV","6"
"2014-11-19","Deutschland",5175,"GKV","2"
"2014-11-19","Niederlande",1233,"GKV","2"
"2014-11-19","Deutschland",145000,"ML (GKV)","6"
"2014-11-19","Vereinigte Arabische Emirate",22700,"GKV","2"
"2014-11-19","Brasilien",9125,"ML (GKV)","10"
"2014-11-19","Taiwan",36759.6,"GKV","2"
"2014-11-19","Russland",265000,"GKV","2"
"2014-11-19","Russland",326000,"GKV","2"
"2014-11-19","Taiwan",225000,"GKV","2"
"2014-11-20","Singapur",4200,"GKV","1"
"2014-11-20","China",839000,"GKV","2"
"2014-11-20","China",338000,"GKV","2"
"2014-11-20","Singapur",34185,"GKV","6"
"2014-11-21","Kuba",18750,"GKV","2"
"2014-11-21","Kuba",65540,"GKV","2"
"2014-11-21","Indien",24000,"GKV","5"
"2014-11-21","USA",38532,"ML (GKV)","11"
"2014-11-21","Indien",1300,"5.1","1"
"2014-11-21","Indien",1470,"5.1","1"
"2014-11-21","Indien",1510,"5.1","1"
"2014-11-21","Türkei",118194,"GKV","2"
"2014-11-21","Indien",410,"5.1","1"
"2014-11-21","Irak",161897,"GKV","5"
"2014-11-21","Russland",3750,"GKV","2"
"2014-11-21","Russland",2000,"GKV","2"
"2014-11-21","Thailand",939700,"GKV","2"
"2014-11-21","Saudi-Arabien",40320,"GKV","5"
"2014-11-21","Indien",9186,"5.1","1"
"2014-11-21","Italien",302720,"GKV","2"
"2014-11-24","Peru",155000,"5.2","2"
"2014-11-24","Peru",45000,"5.2","2"
"2014-11-24","China",597243,"GKV","2"
"2014-11-24","China",434150,"GKV","2"
"2014-11-25","Taiwan",419756,"GKV","6"
"2014-11-25","Vereinigte Arabische Emirate",385000,"GKV","6"
"2014-11-25","Kasachstan",240000,"ML (GKV)","13"
"2014-11-25","China",416000,"GKV","2"
"2014-11-25","Weissrussland",446965,"GKV","2"
"2014-11-25","Ägypten",14180,"GKV","2"
